city,district,lat,lng,category,season,hotel_budget,hotel_mid,hotel_luxury,food_budget,food_mid,food_luxury,local_transport_urban,local_transport_rural,flight_base_rate,bus_available,bus_km_rate,train_available,train_km_rate,flight_available
Itanagar,Papum Pare,27.1,93.62,Tier-Z,shoulder,1731,2571,10048,251,1133,1890,273,0,0,1,1.1,1,0.73,0
Itanagar,Papum Pare,27.1,93.62,Tier-Z,offpeak,944,3084,5699,252,710,1133,367,0,0,1,0.91,1,0.72,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,peak,1866,5705,13020,382,1192,1725,237,0,0,1,1.04,0,0.71,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,shoulder,1512,3176,9560,325,629,2279,269,0,0,1,0.94,0,0.71,0
Shillong,East Khasi Hills,25.57,91.88,Tier-Z,offpeak,759,1811,5554,227,716,1358,292,0,0,1,0.95,0,0.71,0
Kohima,Kohima,25.67,94.11,Tier-Z,peak,1140,6192,11746,224,1077,2588,303,0,4682,1,1.13,0,0.73,1
Kohima,Kohima,25.67,94.11,Tier-Z,shoulder,1361,5000,7526,258,735,1745,407,0,2287,1,1.02,0,0.72,1
Kohima,Kohima,25.67,94.11,Tier-Z,offpeak,1262,3253,6808,232,713,1770,203,0,2871,1,0.89,0,0.72,1
Imphal,Imphal West,24.81,93.95,Tier-Z,peak,1006,2426,10627,388,701,1987,398,0,0,1,0.93,1,0.72,0
Imphal,Imphal West,24.81,93.95,Tier-Z,shoulder,1386,2806,7368,275,1065,1935,325,0,0,1,1.24,1,0.71,0
Imphal,Imphal West,24.81,93.95,Tier-Z,offpeak,1339,1796,4988,249,805,1786,224,0,0,1,1.07,1,0.72,0
Aizawl,Aizawl,23.73,92.72,Tier-Z,peak,1909,5181,9558,323,933,1816,278,0,2638,1,1.09,1,0.73,1
Aizawl,Aizawl,23.73,92.72,Tier-Z,shoulder,2078,3182,7956,177,767,1772,237,0,0,1,1.04,1,0.73,1
Aizawl,Aizawl,23.73,92.72,Tier-Z,offpeak,1659,1927,6456,228,578,1112,214,0,2749,1,1.01,1,0.71,1
Agartala,West Tripura,23.83,91.28,Tier-Z,peak,1332,4392,5051,343,781,2139,430,0,0,1,0.94,1,0.72,0
Agartala,West Tripura,23.83,91.28,Tier-Z,shoulder,1316,2937,7264,276,693,2082,366,0,0,1,1.21,1,0.71,0
Agartala,West Tripura,23.83,91.28,Tier-Z,offpeak,1180,3054,3827,174,638,1601,411,0,0,1,1.16,1,0.72,0
Gangtok,Gangtok,27.34,88.61,Tier-Z,peak,2083,7298,8582,237,950,1734,261,0,0,1,1.09,1,0.73,0
Gangtok,Gangtok,27.34,88.61,Tier-Z,shoulder,1244,5553,10717,217,1000,2039,252,0,0,1,1.11,1,0.71,0
Gangtok,Gangtok,27.34,88.61,Tier-Z,offpeak,1405,1996,2115,150,440,1235,333,0,0,1,1.06,1,0.72,0
Port Blair,South Andaman,11.62,92.73,Tier-Z,peak,2094,4088,7756,359,787,1947,259,0,0,1,1.06,1,0.72,0
Port Blair,South Andaman,11.62,92.73,Tier-Z,shoulder,1576,3515,9634,166,1077,2506,376,0,0,1,0.96,1,0.73,0
Port Blair,South Andaman,11.62,92.73,Tier-Z,offpeak,1381,1894,6814,240,438,1454,237,0,0,1,1.12,1,0.72,0
Daman,Daman,20.42,72.83,Tier-Z,peak,1409,5363,6823,248,1142,1977,227,0,0,1,0.92,1,0.71,0
Daman,Daman,20.42,72.83,Tier-Z,shoulder,1338,3737,7780,368,922,1489,204,0,0,1,1.0,1,0.73,0
Daman,Daman,20.42,72.83,Tier-Z,offpeak,1033,2018,3811,231,630,1353,209,0,0,1,0.91,1,0.72,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,peak,707,3725,8868,241,608,1650,0,0,0,1,1.02,1,0.72,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,shoulder,696,3022,4676,180,506,1186,0,0,0,1,1.21,1,0.71,0
Kavaratti,Lakshadweep,10.56,72.64,Rural,offpeak,683,1570,3290,179,599,1394,0,0,0,1,1.02,1,0.72,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,peak,2353,4713,6888,303,1059,2319,382,0,0,1,0.88,1,0.72,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,shoulder,1430,4763,9532,294,903,1284,362,0,0,1,1.22,1,0.73,0
Rameswaram,Ramanathapuram,9.28,79.31,Tier-Z,offpeak,792,2224,3525,280,855,1136,339,0,0,1,1.2,1,0.72,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,peak,1275,4284,11134,260,1081,2455,332,0,0,1,0.97,1,0.71,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,shoulder,1550,5971,9211,304,894,1968,402,0,0,1,1.23,1,0.72,0
Kanyakumari,Kanyakumari,8.08,77.54,Tier-Z,offpeak,1131,2925,5958,308,794,1891,353,0,0,1,1.19,1,0.71,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,peak,1680,3575,9116,385,848,2225,454,0,0,1,0.95,0,0.71,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,shoulder,2160,3583,10130,164,606,2263,449,0,0,1,1.11,0,0.72,0
Ooty,Nilgiris,11.4,76.69,Tier-Z,offpeak,1562,2189,4817,196,632,1377,283,0,0,1,1.24,0,0.73,0
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,peak,2873,7842,12842,382,1032,2343,331,0,0,1,1.24,0,0.72,1
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,shoulder,1135,3173,7813,374,691,2017,232,0,0,1,1.15,0,0.72,1
Kodaikanal,Dindigul,10.23,77.49,Tier-Z,offpeak,966,2868,2445,157,489,1280,234,0,2153,1,1.07,0,0.72,1
Dharmapuri,Dharmapuri,12.15,78.16,Rural,peak,1002,1865,4105,222,695,1123,0,0,0,1,1.03,1,0.73,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,shoulder,1097,2622,3516,184,715,862,0,0,0,1,1.04,1,0.72,0
Dharmapuri,Dharmapuri,12.15,78.16,Rural,offpeak,939,2441,3839,222,627,1139,0,0,0,1,1.11,1,0.72,0
Sivaganga,Sivaganga,9.85,78.48,Rural,peak,730,2618,6604,177,599,1291,0,0,0,1,1.18,1,0.73,0
Sivaganga,Sivaganga,9.85,78.48,Rural,shoulder,876,1704,6103,147,365,1103,0,0,0,1,1.24,1,0.72,0
Sivaganga,Sivaganga,9.85,78.48,Rural,offpeak,629,1518,2770,223,577,1037,0,0,0,1,0.85,1,0.73,0
Perambalur,Perambalur,11.23,78.89,Rural,peak,1176,2725,6512,229,638,1192,0,0,0,1,1.22,1,0.73,0
Perambalur,Perambalur,11.23,78.89,Rural,shoulder,1015,2298,4656,232,326,957,0,0,0,1,0.9,1,0.73,0
Perambalur,Perambalur,11.23,78.89,Rural,offpeak,518,2640,2216,167,480,813,0,0,0,1,0.98,1,0.71,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,peak,1880,3898,11560,211,601,2234,301,0,0,1,1.17,1,0.72,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,shoulder,931,3827,7593,195,525,2069,264,0,0,1,1.02,1,0.71,0
Cuddalore,Cuddalore,11.75,79.77,Tier-Z,offpeak,754,2564,3240,223,820,1339,404,0,0,1,1.1,1,0.71,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,peak,1893,6303,7883,162,1083,2037,273,0,0,1,1.12,1,0.73,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,shoulder,1523,3441,9352,280,872,2215,377,0,0,1,0.9,1,0.72,0
Nagapattinam,Nagapattinam,10.76,79.84,Tier-Z,offpeak,1380,2823,4747,274,774,1075,309,0,0,1,1.21,1,0.73,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,peak,1246,5609,10183,297,772,2197,314,0,0,1,1.19,1,0.72,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,shoulder,1546,4390,8532,270,638,2293,377,0,0,1,1.16,1,0.71,0
Kumbakonam,Thanjavur,10.96,79.38,Tier-Z,offpeak,1175,3425,4381,201,527,1455,275,0,0,1,0.91,1,0.72,0
Theni,Theni,10.0,77.48,Rural,peak,918,3907,7648,134,439,1724,0,0,0,1,1.11,0,0.73,0
Theni,Theni,10.0,77.48,Rural,shoulder,856,2185,4834,141,446,1180,0,0,0,1,1.21,0,0.73,0
Theni,Theni,10.0,77.48,Rural,offpeak,733,1337,1850,198,311,865,0,0,0,1,1.2,0,0.72,0
Delhi,New Delhi,28.61,77.23,Tier-X,peak,2997,8213,11527,348,1497,2531,585,0,4692,1,0.9,1,0.72,1
Delhi,New Delhi,28.61,77.23,Tier-X,shoulder,2634,7385,15622,369,1617,2219,309,0,4265,1,1.19,1,0.73,1
Delhi,New Delhi,28.61,77.23,Tier-X,offpeak,1245,3558,7996,344,983,1902,427,0,2614,1,0.91,1,0.72,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,peak,2674,6254,15340,334,1259,3589,519,0,5721,1,1.06,1,0.71,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,shoulder,2620,5990,18450,316,1516,2382,636,0,4924,1,1.22,1,0.72,1
Mumbai,Mumbai City,18.97,72.82,Tier-X,offpeak,1157,3433,7973,412,1213,2385,564,0,4351,1,0.93,1,0.71,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,peak,2349,9431,20025,381,1207,3305,452,0,5023,1,0.9,1,0.71,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,shoulder,2314,8085,10734,380,1531,2201,462,0,4716,1,1.21,1,0.72,1
Bengaluru,Bengaluru Urban,12.98,77.59,Tier-X,offpeak,1370,4844,8324,318,1127,1773,373,0,3204,1,1.09,1,0.72,1
Kolkata,Kolkata,22.57,88.36,Tier-X,peak,2289,6278,15910,441,1087,2975,639,0,5234,1,1.07,1,0.71,1
Kolkata,Kolkata,22.57,88.36,Tier-X,shoulder,1942,6440,11894,443,944,2313,396,0,5542,1,1.15,1,0.73,1
Kolkata,Kolkata,22.57,88.36,Tier-X,offpeak,1345,6861,8945,470,781,1922,515,0,4040,1,1.16,1,0.73,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,peak,1765,8867,13441,409,1054,3316,533,0,3872,1,1.07,1,0.71,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,shoulder,1600,5933,14573,331,1534,2457,507,0,4212,1,1.04,1,0.71,1
Hyderabad,Hyderabad,17.36,78.47,Tier-X,offpeak,1990,5460,12314,487,826,2398,446,0,4220,1,0.93,1,0.73,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,peak,1810,7097,16172,394,969,3034,562,0,4214,1,1.11,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,shoulder,2464,7331,12760,427,1116,2426,561,0,3671,1,1.0,1,0.72,1
Ahmedabad,Ahmedabad,23.01,72.34,Tier-X,offpeak,1344,5099,11847,399,1346,2062,433,0,2821,1,1.25,1,0.71,1
Pune,Pune,18.52,73.85,Tier-X,peak,2272,8601,21146,474,1526,2805,547,0,5688,1,1.12,1,0.72,1
Pune,Pune,18.52,73.85,Tier-X,shoulder,2714,8373,14360,499,1252,3357,493,0,4862,1,1.01,1,0.72,1
Pune,Pune,18.52,73.85,Tier-X,offpeak,1206,4534,8609,402,1067,2006,587,0,2993,1,1.15,1,0.73,1
Chennai,Chennai,13.09,80.27,Tier-X,peak,2285,6678,13370,380,1019,2311,602,0,5106,1,1.02,1,0.71,1
Chennai,Chennai,13.09,80.27,Tier-X,shoulder,2057,5175,17675,362,1230,2143,483,0,3415,1,1.04,1,0.71,1
Chennai,Chennai,13.09,80.27,Tier-X,offpeak,1696,5358,7149,398,1307,2609,417,0,3261,1,1.16,1,0.72,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,peak,1884,5602,16228,460,1237,3539,553,0,5573,1,1.22,1,0.72,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,shoulder,1424,4344,8726,326,1182,2435,453,0,3742,1,1.05,1,0.73,1
Jaipur,Jaipur,26.92,75.82,Tier-Y,offpeak,1190,3719,6913,307,535,1316,317,0,2223,1,1.09,1,0.72,1
Agra,Agra,27.11,78.02,Tier-Y,peak,1880,6358,9651,411,969,2106,496,0,0,1,0.92,1,0.71,0
Agra,Agra,27.11,78.02,Tier-Y,shoulder,1447,6136,10752,271,961,1945,408,0,0,1,1.0,1,0.71,0
Agra,Agra,27.11,78.02,Tier-Y,offpeak,1481,3913,7292,246,751,1681,256,0,0,1,1.05,1,0.73,0
Amritsar,Amritsar,31.64,74.86,Tier-Y,peak,2194,5503,7273,370,1079,3001,538,0,0,1,0.97,1,0.72,0
Amritsar,Amritsar,31.64,74.86,Tier-Y,shoulder,1694,3546,14141,275,1062,2947,414,0,0,1,1.21,1,0.72,0
Amritsar,Amritsar,31.64,74.86,Tier-Y,offpeak,966,2131,6211,240,931,2125,314,0,0,1,1.13,1,0.72,0
Varanasi,Varanasi,25.33,83.01,Tier-Y,peak,1622,4811,14175,454,757,2076,486,0,5074,1,1.1,1,0.73,1
Varanasi,Varanasi,25.33,83.01,Tier-Y,shoulder,1369,4296,7313,325,1138,2094,408,0,2342,1,1.0,1,0.72,1
Varanasi,Varanasi,25.33,83.01,Tier-Y,offpeak,1518,2180,6442,283,924,1250,464,0,3141,1,0.96,1,0.71,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,peak,2548,4678,12413,399,1259,2694,476,0,5045,1,0.9,1,0.73,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,shoulder,1858,6327,10950,332,744,2305,312,0,3082,1,0.87,1,0.72,1
Kochi,Ernakulam,9.96,76.25,Tier-Y,offpeak,1664,3572,6893,226,694,1914,434,0,2476,1,1.06,1,0.71,1
Mysore,Mysore,12.31,76.65,Tier-Y,peak,1915,4952,7419,428,1244,2989,431,0,0,1,0.85,1,0.71,0
Mysore,Mysore,12.31,76.65,Tier-Y,shoulder,1373,4984,6351,359,1123,2123,271,0,0,1,1.21,1,0.72,0
Mysore,Mysore,12.31,76.65,Tier-Y,offpeak,1506,3678,4274,311,654,1506,337,0,0,1,0.99,1,0.72,0
Bhopal,Bhopal,23.25,77.41,Tier-Y,peak,1584,6140,10932,305,1083,1651,463,0,3503,1,1.21,1,0.73,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,shoulder,1552,3084,11484,231,830,2720,510,0,3820,1,1.11,1,0.72,1
Bhopal,Bhopal,23.25,77.41,Tier-Y,offpeak,827,3035,4085,290,685,2039,244,0,3073,1,1.14,1,0.73,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,peak,2307,5632,7345,218,776,1948,298,0,3644,1,1.13,1,0.72,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,shoulder,1410,3279,10329,398,801,2683,277,0,2913,1,1.15,1,0.72,1
Bhubaneswar,Khordha,20.27,85.84,Tier-Y,offpeak,1720,2179,5898,270,613,1686,394,0,3345,1,0.96,1,0.72,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,peak,2113,5175,8090,354,1172,3068,394,0,5304,1,0.99,1,0.72,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,shoulder,2301,4457,11952,333,1081,2958,473,0,2712,1,1.13,1,0.71,1
Dehradun,Dehradun,30.345,78.029,Tier-Y,offpeak,1253,2176,3205,254,533,2111,291,0,3212,1,1.2,1,0.72,1
Erode,Erode,11.34,77.72,Tier-Y,peak,1767,3870,13101,332,738,2748,503,0,0,1,1.1,1,0.72,0
Erode,Erode,11.34,77.72,Tier-Y,shoulder,1898,4929,10572,394,1189,2584,362,0,0,1,1.05,1,0.72,0
Erode,Erode,11.34,77.72,Tier-Y,offpeak,1486,4269,6295,369,1012,2100,391,0,0,1,1.01,1,0.71,0
Faridabad,Faridabad,28.4,77.31,Tier-Y,peak,1920,6573,12025,261,1309,3035,470,0,2907,1,0.96,1,0.72,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,shoulder,1524,6052,6815,195,1120,1877,380,0,3326,1,0.91,1,0.73,1
Faridabad,Faridabad,28.4,77.31,Tier-Y,offpeak,1488,4241,6654,383,615,1880,300,0,3087,1,0.88,1,0.71,1
Patna,Patna,25.59,85.13,Tier-Y,peak,1389,5694,8154,405,925,1961,568,0,4666,1,1.11,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,shoulder,1957,2520,6417,385,716,2024,513,0,3815,1,0.92,1,0.72,1
Patna,Patna,25.59,85.13,Tier-Y,offpeak,922,3704,4921,289,1011,1712,426,0,2115,1,0.97,1,0.73,1
Puducherry,Puducherry,11.94,79.81,Tier-Y,peak,2027,6382,13488,263,1231,2029,309,0,0,1,1.17,1,0.72,0
Puducherry,Puducherry,11.94,79.81,Tier-Y,shoulder,1930,5039,9743,447,813,1819,379,0,0,1,0.85,1,0.72,0
Puducherry,Puducherry,11.94,79.81,Tier-Y,offpeak,1397,2836,5294,338,804,2034,243,0,0,1,1.13,1,0.72,0
Rajkot,Rajkot,22.3,70.79,Tier-Y,peak,1938,3344,11275,347,1358,2189,418,0,3540,1,0.91,1,0.72,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,shoulder,1648,5458,10025,309,822,1977,373,0,3120,1,0.92,1,0.72,1
Rajkot,Rajkot,22.3,70.79,Tier-Y,offpeak,1672,3523,8932,350,890,1486,340,0,3285,1,1.2,1,0.73,1
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,peak,1858,3400,10491,451,1136,2427,438,0,0,1,1.03,1,0.72,0
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,shoulder,1666,3400,5519,325,899,2177,450,0,0,1,1.11,1,0.73,0
Thiruvananthapuram,Thiruvananthapuram,8.52,76.94,Tier-Y,offpeak,1553,3484,5088,309,864,1717,396,0,0,1,0.98,1,0.73,0
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,peak,1396,6241,6631,224,1113,2272,459,0,3931,1,0.94,1,0.72,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,shoulder,1836,5026,10442,383,751,1634,454,0,4120,1,1.22,1,0.71,1
Tiruchirappalli,Tiruchirappalli,10.79,78.7,Tier-Y,offpeak,979,2784,3548,229,717,1395,232,0,2874,1,1.24,1,0.71,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,peak,2338,4111,9841,377,1423,2276,532,0,4137,1,1.14,1,0.72,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,shoulder,1792,4132,8080,377,1138,2217,544,0,2747,1,1.22,1,0.72,1
Tirunelveli,Tirunelveli,8.71,77.75,Tier-Y,offpeak,1425,3211,4836,273,714,1611,480,0,2667,1,1.04,1,0.71,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,peak,1566,2986,12082,351,677,3038,438,0,4555,1,1.02,1,0.72,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,shoulder,1908,3798,6113,331,1158,2044,538,0,3967,1,1.11,1,0.71,1
Vadodara,Vadodara,22.3,73.19,Tier-Y,offpeak,1327,2731,4144,252,591,1884,339,0,2105,1,1.08,1,0.72,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,peak,1768,5136,7656,302,1422,3080,332,0,3955,1,0.99,1,0.71,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,shoulder,1595,3306,5839,241,730,1945,340,0,2427,1,1.04,1,0.72,1
Visakhapatnam,Visakhapatnam,17.68,83.28,Tier-Y,offpeak,836,3491,5417,267,1002,1626,312,0,2487,1,1.14,1,0.72,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,peak,1744,4332,10850,414,801,2378,423,0,3647,1,1.1,1,0.72,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,shoulder,1219,4079,6316,350,744,2065,469,0,3457,1,1.18,1,0.71,1
Guwahati,Kamrup Metropolitan,26.1,91.74,Tier-Y,offpeak,971,3363,7739,373,1078,2320,502,0,2578,1,1.12,1,0.73,1
Panaji,North Goa,15.5,73.83,Tier-Y,peak,2019,7486,14192,372,1443,2646,388,0,5476,1,1.15,1,0.71,1
Panaji,North Goa,15.5,73.83,Tier-Y,shoulder,1801,6812,5469,422,1283,1816,379,0,4561,1,1.14,1,0.71,1
Panaji,North Goa,15.5,73.83,Tier-Y,offpeak,1300,1909,5984,252,813,2220,276,0,3115,1,1.06,1,0.72,1
Raipur,Raipur,21.25,81.63,Tier-Y,peak,1327,5229,8866,272,1176,3152,543,0,3610,1,1.0,1,0.72,1
Raipur,Raipur,21.25,81.63,Tier-Y,shoulder,1423,6590,9082,313,1140,2358,325,0,2081,1,0.9,1,0.73,1
Raipur,Raipur,21.25,81.63,Tier-Y,offpeak,917,3418,4530,322,873,2243,551,0,2088,1,1.1,1,0.71,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,peak,2228,7530,10756,285,1027,2844,415,0,3799,1,1.03,1,0.71,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,shoulder,2321,5198,12208,261,894,2404,410,0,3754,1,1.21,1,0.72,1
Ranchi,Ranchi,23.34,85.3,Tier-Y,offpeak,1788,3730,8638,333,990,1927,456,0,2255,1,0.95,1,0.72,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,peak,1961,6051,8590,444,1444,3017,292,0,5074,1,0.92,1,0.71,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,shoulder,1554,3436,11668,299,1290,1899,328,0,4408,1,1.22,1,0.72,1
Udaipur,Udaipur,24.57,73.69,Tier-Y,offpeak,970,3609,4039,325,709,1874,276,0,2528,1,1.1,1,0.71,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,peak,1293,4602,11831,404,1039,2083,503,0,4072,1,1.22,1,0.72,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,shoulder,1374,4278,10138,350,698,2590,460,0,3990,1,1.21,1,0.72,1
Jamshedpur,East Singhbhum,22.81,86.2,Tier-Y,offpeak,1347,4441,8106,210,882,1319,552,0,3375,1,1.21,1,0.71,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,peak,1254,3532,12073,381,1035,2127,290,0,4176,1,0.96,1,0.72,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,shoulder,1783,3398,11223,221,1064,2373,332,0,3352,1,0.87,1,0.72,1
Ludhiana,Ludhiana,30.91,75.85,Tier-Y,offpeak,1319,4259,4679,311,1014,1962,293,0,2259,1,0.98,1,0.71,1
Surat,Surat,21.17,72.83,Tier-Y,peak,2156,3508,7290,326,1057,2241,312,0,3845,1,1.2,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,shoulder,1721,5258,8303,303,762,2060,306,0,2474,1,1.06,1,0.72,1
Surat,Surat,21.17,72.83,Tier-Y,offpeak,1628,4336,7806,351,1010,1924,326,0,2091,1,1.15,1,0.71,1
Shimla,Shimla,31.1,77.17,Tier-Y,peak,1922,5018,17566,390,1537,2227,344,0,3928,1,0.96,1,0.73,1
Shimla,Shimla,31.1,77.17,Tier-Y,shoulder,2011,6338,8828,287,1265,1978,351,0,3339,1,1.21,1,0.72,1
Shimla,Shimla,31.1,77.17,Tier-Y,offpeak,997,2837,3825,362,713,1407,476,0,1759,1,0.93,1,0.71,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,peak,1747,3317,6391,373,1300,3128,350,0,4242,1,1.15,1,0.72,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,shoulder,1446,4959,10385,282,917,2120,439,0,3242,1,1.06,1,0.72,1
Chandigarh,Chandigarh,30.73,76.78,Tier-Y,offpeak,1014,3491,6507,285,1027,1506,355,0,2047,1,1.13,1,0.72,1
Srinagar,Srinagar,34.08,74.79,Tier-Y,peak,1570,6143,14456,275,1399,3173,466,0,0,1,0.91,1,0.73,0
Srinagar,Srinagar,34.08,74.79,Tier-Y,shoulder,2314,5703,15793,291,763,1867,411,0,0,1,1.09,1,0.71,0
Srinagar,Srinagar,34.08,74.79,Tier-Y,offpeak,933,1874,3992,385,615,2096,414,0,0,1,1.2,1,0.72,0
Jammu,Jammu,32.73,74.86,Tier-Y,peak,1767,4438,7906,385,1257,2016,496,0,3750,1,1.13,1,0.72,1
Jammu,Jammu,32.73,74.86,Tier-Y,shoulder,1382,6075,9564,425,1008,2434,330,0,3376,1,1.22,1,0.71,1
Jammu,Jammu,32.73,74.86,Tier-Y,offpeak,1359,2428,4783,325,555,2021,301,0,2949,1,1.07,1,0.72,1
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,peak,1860,6418,7985,329,1117,2452,413,0,0,1,0.94,1,0.72,0
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,shoulder,2247,4942,11462,418,1064,2275,346,0,0,1,1.03,1,0.73,0
Coimbatore,Coimbatore,11.01,76.96,Tier-Y,offpeak,1589,2795,4185,257,918,1775,435,0,0,1,1.0,1,0.71,0
Madurai,Madurai,9.92,78.11,Tier-Y,peak,1640,4116,7178,364,1096,2254,294,0,5151,1,1.18,1,0.71,1
Madurai,Madurai,9.92,78.11,Tier-Y,shoulder,1869,5310,6690,333,1019,2213,344,0,4439,1,1.14,1,0.73,1
Madurai,Madurai,9.92,78.11,Tier-Y,offpeak,1366,3297,3875,261,1086,1566,364,0,3153,1,1.22,1,0.73,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,peak,2092,4609,10794,316,938,2550,384,0,4813,1,0.95,1,0.71,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,shoulder,1765,3868,9659,289,954,1703,473,0,4099,1,0.86,1,0.72,1
Hosur,Krishnagiri,12.73,77.82,Tier-Y,offpeak,1036,4570,5130,334,589,1741,243,0,3104,1,1.21,1,0.73,1
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,peak,1513,3576,12651,314,717,2593,460,0,0,1,1.25,1,0.72,0
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,shoulder,2068,6361,9686,320,859,2062,507,0,0,1,0.96,1,0.73,0
Tiruppur,Tiruppur,11.1,77.34,Tier-Y,offpeak,1879,3918,7236,357,762,1567,497,0,0,1,1.13,1,0.71,0
Salem,Salem,11.66,78.16,Tier-Y,peak,1177,3509,10343,341,1091,2459,491,0,3555,1,0.86,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,shoulder,1894,5183,8139,288,1071,1646,415,0,2476,1,1.18,1,0.72,1
Salem,Salem,11.66,78.16,Tier-Y,offpeak,1002,3973,5755,338,650,1852,300,0,1958,1,1.24,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,peak,1969,5975,12088,341,1456,2279,285,0,2500,1,0.94,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,shoulder,1418,4334,8674,404,793,1822,615,0,3837,1,1.19,1,0.72,1
Thoothukudi,Thoothukudi,8.76,78.13,Tier-Y,offpeak,1423,3175,4557,260,812,1369,499,0,3082,1,0.94,1,0.72,1
Manali,Kullu,32.24,77.19,Tier-Z,peak,2405,4378,7918,164,700,2007,372,0,0,1,1.19,1,0.72,0
Manali,Kullu,32.24,77.19,Tier-Z,shoulder,1848,2802,11701,293,1081,1958,202,0,0,1,0.94,1,0.72,0
Manali,Kullu,32.24,77.19,Tier-Z,offpeak,1162,2369,2646,213,574,1217,330,0,0,1,1.25,1,0.72,0
Munnar,Idukki,10.09,77.06,Tier-Z,peak,1938,5364,7813,317,804,1804,484,0,0,1,0.98,0,0.73,0
Munnar,Idukki,10.09,77.06,Tier-Z,shoulder,1533,3185,6365,228,827,2095,457,0,0,1,1.17,0,0.71,0
Munnar,Idukki,10.09,77.06,Tier-Z,offpeak,1082,1675,4280,138,733,1120,288,0,0,1,0.91,0,0.72,0
